source_file,run_set,workload,input_len,output_len,concurrency,row_type,completed,duration_s,request_throughput_req_s,input_throughput_tok_s,output_throughput_tok_s,total_throughput_tok_s,mean_e2e_latency_ms,p90_e2e_latency_ms,p99_e2e_latency_ms,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_itl_ms,p99_itl_ms,max_output_tokens_per_s,max_concurrent_requests,tp_size,dp_size,ep_size,enable_nccl_nvls,moe_a2a_backend,enable_dp_attention,status
tp4_nvl_off_4k_500_c16.json,tp4_nvl_off,4k_500,4096,500,16,matrix,100,29.28438303600342,3.4147893734710375,7146.505348693922,851.853357106085,7998.358705800008,4354.657634140094,7530.582243302708,8834.478314890257,257.8701604800517,802.6638682600606,16.635487320633654,24.757177890916786,16.488705349995104,132.23043885045627,1488.0,22,4,4,4,False,megamoe,True,success
tp4_nvl_off_4k_500_c32.json,tp4_nvl_off,4k_500,4096,500,32,matrix,100,19.355883385000197,5.166387811444183,10812.2680756685,1288.807103442866,12101.075179111367,5379.1408027599755,9356.664444601487,11459.408436658816,325.94974162984727,619.5442309369537,21.593120419315717,39.21607770501412,20.338029425460665,139.0679098005421,2357.0,40,4,4,4,False,megamoe,True,success
tp4_nvl_off_4k_500_c4.json,tp4_nvl_off,4k_500,4096,500,4,matrix,100,72.07702711200182,1.387404614296982,2903.574250846867,346.10195508252514,3249.6762059293924,2863.2099878498047,5167.090251202535,5718.049881039079,179.79521423974802,526.1233975305367,10.876048311371255,17.975547947321203,10.800169152660084,125.35112559889966,448.0,8,4,4,4,False,megamoe,True,success
tp4_nvl_off_4k_500_c64.json,tp4_nvl_off,4k_500,4096,500,64,matrix,100,13.094510277001973,7.636788080240851,15982.346462208856,1905.0731544968828,17887.419616705738,6407.810552059891,10021.302034500695,10936.492392159707,628.5606386899235,933.3807872513717,24.50533236554044,30.796760590477753,23.260265352048695,140.1753476000522,3603.0,70,4,4,4,False,megamoe,True,success
tp4_nvl_off_4k_500_c8.json,tp4_nvl_off,4k_500,4096,500,8,matrix,100,44.13829443900249,2.2656063463937497,4741.483617796303,565.1781591713848,5306.661776967688,3411.356111159912,6189.514913799577,7041.736159209978,192.6348900899393,600.6155975312868,12.98744508953557,21.672593693062197,12.95466698587333,129.92343214955324,717.0,12,4,4,4,False,megamoe,True,success
tp4_nvl_on_32k_500_c1.json,tp4_nvl_on,32k_500,32768,500,1,matrix,100,286.1121382450001,0.349513308360127,5627.559214636492,87.18958990351727,5714.748804540009,2860.567672399884,4517.784232699705,5390.399619319979,758.1777180701101,1424.683274692507,8.455966039808578,8.570202500565227,8.461662479313434,8.627415198134258,120.0,3,4,4,4,True,megamoe,True,success
tp4_nvl_on_32k_500_c16.json,tp4_nvl_on,32k_500,32768,500,16,matrix,100,57.38422822600114,1.7426391029633015,28058.458739895505,434.7187506252252,28493.177490520728,8848.454335110182,16306.561045400307,19335.462859031908,940.5492565301756,3438.8034231711576,31.92428794700712,52.144705718962946,31.82765819330937,179.14352879888608,1299.0,20,4,4,4,True,megamoe,True,success
tp4_nvl_on_32k_500_c32.json,tp4_nvl_on,32k_500,32768,500,32,matrix,100,44.550323626001045,2.244652605433301,36141.44340492029,559.9510389513913,36701.39444387168,13438.709775719944,24480.68242539995,31132.738854117997,1542.490764380018,6393.971583777093,51.63926445006614,129.43705936697737,47.87979742534077,671.5616376010075,2402.0,37,4,4,4,True,megamoe,True,success
tp4_nvl_on_32k_500_c4.json,tp4_nvl_on,32k_500,32768,500,4,matrix,100,119.02086725999834,0.84018880304033,13527.989142296748,209.59349880644072,13737.582641103189,4738.950511030125,8678.008868700274,10602.9804210315,730.1574807502038,1464.8305975492622,16.278520665148157,43.03450046447103,16.134542569910238,157.71958855148102,447.0,6,4,4,4,True,megamoe,True,success
tp4_nvl_on_32k_500_c64.json,tp4_nvl_on,32k_500,32768,500,64,matrix,100,30.789036648999172,3.247909349682449,52295.010667452574,810.2234663717838,53105.23413382436,17749.315582219824,27833.298320799804,28687.28668215801,3611.5484201400977,10248.47818229002,89.27234139132806,305.6386672680009,56.9015649185781,742.3296653996658,3678.0,68,4,4,4,True,megamoe,True,success
tp4_nvl_on_32k_500_c8.json,tp4_nvl_on,32k_500,32768,500,8,matrix,100,82.6209676469989,1.210346511883686,19487.946532885773,301.9330408545043,19789.879573740276,6483.683095770139,11408.448953701374,15644.690650397828,758.3613035899907,1531.961608168933,22.82672431779872,41.22226420245155,23.043214488690364,145.9889774016119,808.0,11,4,4,4,True,megamoe,True,success
